year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified
1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,678367,1171036,20210113,,REPUBLICAN
1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,483423,1171036,20210113,,DEMOCRAT
1988,OREGON,OR,41,92,72,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,616206,1201694,20210113,,DEMOCRAT
1988,OREGON,OR,41,92,72,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,560126,1201694,20210113,,REPUBLICAN
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2300087,4536251,20210113,,REPUBLICAN
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,2194944,4536251,20210113,,DEMOCRAT
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,225123,404622,20210113,,DEMOCRAT
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,177761,404622,20210113,,REPUBLICAN
1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,606443,986009,20210113,,REPUBLICAN
1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,370554,986009,20210113,,DEMOCRAT
1988,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,165415,312991,20210113,,REPUBLICAN
1988,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,145560,312991,20210113,,DEMOCRAT
1988,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,947233,1636250,20210113,,REPUBLICAN
1988,TENNESSEE,TN,47,62,54,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,679794,1636250,20210113,,DEMOCRAT
1988,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,3036829,5427410,20210113,,REPUBLICAN
1988,TEXAS,TX,48,74,49,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,2352748,5427410,20210113,,DEMOCRAT
1988,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,428442,647008,20210113,,REPUBLICAN
1988,UTAH,UT,49,87,67,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,207343,647008,20210113,,DEMOCRAT
1988,VERMONT,VT,50,13,6,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,124331,243328,20210113,,REPUBLICAN
1988,VERMONT,VT,50,13,6,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,115775,243328,20210113,,DEMOCRAT
1988,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1309162,2191609,20210113,,REPUBLICAN
1988,VIRGINIA,VA,51,54,40,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,859799,2191609,20210113,,DEMOCRAT
1988,WASHINGTON,WA,53,91,73,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,933516,1865253,20210113,,DEMOCRAT
1988,WASHINGTON,WA,53,91,73,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,903835,1865253,20210113,,REPUBLICAN
1988,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,341016,653311,20210113,,DEMOCRAT
1988,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,310065,653311,20210113,,REPUBLICAN
1988,WISCONSIN,WI,55,35,25,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1126794,2191608,20210113,,DEMOCRAT
1988,WISCONSIN,WI,55,35,25,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1047499,2191608,20210113,,REPUBLICAN
1988,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,106867,176551,20210113,,REPUBLICAN
1988,WYOMING,WY,56,83,68,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,67113,176551,20210113,,DEMOCRAT
1992,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,804283,1688060,20210113,,REPUBLICAN
1992,ALABAMA,AL,1,63,41,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,690080,1688060,20210113,,DEMOCRAT
1992,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,102000,258506,20210113,,REPUBLICAN
1992,ALASKA,AK,2,94,81,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,78294,258506,20210113,,DEMOCRAT
1992,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,572086,1486975,20210113,,REPUBLICAN
1992,ARIZONA,AZ,4,86,61,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,543050,1486975,20210113,,DEMOCRAT
1992,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,505823,950653,20210113,,DEMOCRAT
1992,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,337324,950653,20210113,,REPUBLICAN
1992,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,5121325,11131721,20210113,,DEMOCRAT
1992,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,3630574,11131721,20210113,,REPUBLICAN
1992,COLORADO,CO,8,84,62,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,629681,1569180,20210113,,DEMOCRAT
1992,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,562850,1569180,20210113,,REPUBLICAN
1992,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,682318,1616156,20210113,,DEMOCRAT
1992,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,578313,1616156,20210113,,REPUBLICAN
1992,DELAWARE,DE,10,51,11,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,126054,289620,20210113,,DEMOCRAT
1992,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,102313,289620,20210113,,REPUBLICAN
1992,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,192619,227572,20210113,,DEMOCRAT
1992,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,20698,227572,20210113,,REPUBLICAN
1992,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2173310,5313392,20210113,,REPUBLICAN
1992,FLORIDA,FL,12,59,43,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2071698,5313392,20210113,,DEMOCRAT
1992,GEORGIA,GA,13,58,44,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1008966,2321133,20210113,,DEMOCRAT
1992,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,995252,2321133,20210113,,REPUBLICAN
1992,HAWAII,HI,15,95,82,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,179310,372842,20210113,,DEMOCRAT
1992,HAWAII,HI,15,95,82,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136822,372842,20210113,,REPUBLICAN
1992,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,202645,482114,20210113,,REPUBLICAN
1992,IDAHO,ID,16,82,63,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,137013,482114,20210113,,DEMOCRAT
1992,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2453350,5050157,20210113,,DEMOCRAT
1992,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1734096,5050157,20210113,,REPUBLICAN
1992,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,989375,2305871,20210113,,REPUBLICAN
1992,INDIANA,IN,18,32,22,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,848420,2305871,20210113,,DEMOCRAT
1992,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,586353,1354607,20210113,,DEMOCRAT
1992,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,504891,1354607,20210113,,REPUBLICAN
1992,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,449951,1157236,20210113,,REPUBLICAN
1992,KANSAS,KS,20,47,32,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,390434,1157236,20210113,,DEMOCRAT
1992,KENTUCKY,KY,21,61,51,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,665104,1492900,20210113,,DEMOCRAT
1992,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,617178,1492900,20210113,,REPUBLICAN
1992,LOUISIANA,LA,22,72,45,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,815971,1790017,20210113,,DEMOCRAT
1992,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,733386,1790017,20210113,,REPUBLICAN
1992,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,263420,679499,20210113,,DEMOCRAT
1992,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,206504,679499,20210113,,REPUBLICAN
1992,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,988571,1984580,20210113,,DEMOCRAT
1992,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,707094,1984580,20210113,,REPUBLICAN
1992,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1318639,2773664,20210113,,DEMOCRAT
1992,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,805039,2773664,20210113,,REPUBLICAN
1992,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1871182,4274673,20210113,,DEMOCRAT
1992,MICHIGAN,MI,26,34,23,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1554940,4274673,20210113,,REPUBLICAN
1992,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1020997,2347948,20210113,,DEMOCRAT
1992,MINNESOTA,MN,27,41,33,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,747841,2347948,20210113,,REPUBLICAN
1992,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,487793,981793,20210113,,REPUBLICAN
1992,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,400258,981793,20210113,,DEMOCRAT
1992,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1053873,2391270,20210113,,DEMOCRAT
1992,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,811159,2391270,20210113,,REPUBLICAN
1992,MONTANA,MT,30,81,64,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,154507,410583,20210113,,DEMOCRAT
1992,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,144207,410583,20210113,,REPUBLICAN
1992,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,343678,737546,20210113,,REPUBLICAN
1992,NEBRASKA,NE,31,46,35,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,216864,737546,20210113,,DEMOCRAT
1992,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,189148,506318,20210113,,DEMOCRAT
1992,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,175828,506318,20210113,,REPUBLICAN
1992,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,209040,537215,20210113,,DEMOCRAT
1992,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,202484,537215,20210113,,REPUBLICAN
1992,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1436206,3343594,20210113,,DEMOCRAT
1992,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1356865,3343594,20210113,,REPUBLICAN
1992,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,261617,569986,20210113,,DEMOCRAT
1992,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,212824,569986,20210113,,REPUBLICAN
1992,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,3346894,7079432,20210113,,DEMOCRAT
1992,NEW YORK,NY,36,21,13,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2041690,7079432,20210113,,REPUBLICAN
1992,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1134661,2611850,20210113,,REPUBLICAN
1992,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1114042,2611850,20210113,,DEMOCRAT
1992,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136244,308133,20210113,,REPUBLICAN
1992,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,99168,308133,20210113,,DEMOCRAT
1992,OHIO,OH,39,31,24,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1984942,4939967,20210113,,DEMOCRAT
1992,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1894310,4939967,20210113,,REPUBLICAN
1992,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,592929,1390359,20210113,,REPUBLICAN
1992,OKLAHOMA,OK,40,73,53,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,473066,1390359,20210113,,DEMOCRAT
1992,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,621314,1462643,20210113,,DEMOCRAT
1992,OREGON,OR,41,92,72,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,475757,1462643,20210113,,REPUBLICAN
1992,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2239164,4959810,20210113,,DEMOCRAT
1992,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1791841,4959810,20210113,,REPUBLICAN
1992,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,213299,453365,20210113,,DEMOCRAT
1992,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,131601,453365,20210113,,REPUBLICAN
1992,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,577507,1228912,20210113,,REPUBLICAN
1992,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,525514,1228912,20210113,,DEMOCRAT
1992,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136718,336254,20210113,,REPUBLICAN
1992,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,124888,336254,20210113,,DEMOCRAT
1992,TENNESSEE,TN,47,62,54,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,933521,1982638,20210113,,DEMOCRAT
1992,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,841300,1982638,20210113,,REPUBLICAN
1992,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2496071,6154018,20210113,,REPUBLICAN
1992,TEXAS,TX,48,74,49,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2281815,6154018,20210113,,DEMOCRAT
1992,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,322632,743998,20210113,,REPUBLICAN
1992,UTAH,UT,49,87,67,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,183429,743998,20210113,,DEMOCRAT
1992,VERMONT,VT,50,13,6,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,133592,289701,20210113,,DEMOCRAT
1992,VERMONT,VT,50,13,6,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,88122,289701,20210113,,REPUBLICAN
1992,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1150517,2559129,20210113,,REPUBLICAN
1992,VIRGINIA,VA,51,54,40,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1038650,2559129,20210113,,DEMOCRAT
1992,WASHINGTON,WA,53,91,73,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,993037,2287565,20210113,,DEMOCRAT
1992,WASHINGTON,WA,53,91,73,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,731234,2287565,20210113,,REPUBLICAN
1992,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,331001,683677,20210113,,DEMOCRAT
1992,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,241974,683677,20210113,,REPUBLICAN
1992,WISCONSIN,WI,55,35,25,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1041066,2531064,20210113,,DEMOCRAT
1992,WISCONSIN,WI,55,35,25,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,930855,2531064,20210113,,REPUBLICAN
1992,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,79347,199884,20210113,,REPUBLICAN
1992,WYOMING,WY,56,83,68,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,68160,199884,20210113,,DEMOCRAT
1996,ALABAMA,AL,1,63,41,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,769044,1534349,20210113,,REPUBLICAN
1996,ALABAMA,AL,1,63,41,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,662165,1534349,20210113,,DEMOCRAT
1996,ALASKA,AK,2,94,81,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,122746,241620,20210113,,REPUBLICAN
1996,ALASKA,AK,2,94,81,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,80380,241620,20210113,,DEMOCRAT
1996,ARIZONA,AZ,4,86,61,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,653288,1404405,20210113,,DEMOCRAT
1996,ARIZONA,AZ,4,86,61,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,622073,1404405,20210113,,REPUBLICAN
1996,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,475171,884262,20210113,,DEMOCRAT
1996,ARKANSAS,AR,5,71,42,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,325416,884262,20210113,,REPUBLICAN
1996,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,5119835,10019469,20210113,,DEMOCRAT
1996,CALIFORNIA,CA,6,93,71,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,3828381,10019469,20210113,,REPUBLICAN
1996,COLORADO,CO,8,84,62,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,691848,1510702,20210113,,REPUBLICAN
1996,COLORADO,CO,8,84,62,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,671152,1510702,20210113,,DEMOCRAT
1996,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,735740,1392614,20210113,,DEMOCRAT
1996,CONNECTICUT,CT,9,16,1,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,483109,1392614,20210113,,REPUBLICAN
1996,DELAWARE,DE,10,51,11,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,140355,270810,20210113,,DEMOCRAT
1996,DELAWARE,DE,10,51,11,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,99062,270810,20210113,,REPUBLICAN
1996,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,158220,185726,20210113,,DEMOCRAT
1996,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,17339,185726,20210113,,REPUBLICAN
1996,FLORIDA,FL,12,59,43,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2546870,5303154,20210113,,DEMOCRAT
1996,FLORIDA,FL,12,59,43,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,2244536,5303154,20210113,,REPUBLICAN
1996,GEORGIA,GA,13,58,44,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1080843,2298899,20210113,,REPUBLICAN
1996,GEORGIA,GA,13,58,44,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1053849,2298899,20210113,,DEMOCRAT
1996,HAWAII,HI,15,95,82,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,205012,360120,20210113,,DEMOCRAT
1996,HAWAII,HI,15,95,82,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,113943,360120,20210113,,REPUBLICAN
1996,IDAHO,ID,16,82,63,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,256595,491711,20210113,,REPUBLICAN
1996,IDAHO,ID,16,82,63,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,165443,491711,20210113,,DEMOCRAT
1996,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2341744,4311391,20210113,,DEMOCRAT
1996,ILLINOIS,IL,17,33,21,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1587021,4311391,20210113,,REPUBLICAN
1996,INDIANA,IN,18,32,22,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1006693,2135431,20210113,,REPUBLICAN
1996,INDIANA,IN,18,32,22,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,887424,2135431,20210113,,DEMOCRAT
1996,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,620258,1234075,20210113,,DEMOCRAT
1996,IOWA,IA,19,42,31,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,492644,1234075,20210113,,REPUBLICAN
1996,KANSAS,KS,20,47,32,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,583245,1074300,20210113,,REPUBLICAN
1996,KANSAS,KS,20,47,32,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,387659,1074300,20210113,,DEMOCRAT
1996,KENTUCKY,KY,21,61,51,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,636614,1388708,20210113,,DEMOCRAT
1996,KENTUCKY,KY,21,61,51,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,623283,1388708,20210113,,REPUBLICAN
1996,LOUISIANA,LA,22,72,45,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,927837,1783959,20210113,,DEMOCRAT
1996,LOUISIANA,LA,22,72,45,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,712586,1783959,20210113,,REPUBLICAN
1996,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,312788,605897,20210113,,DEMOCRAT
1996,MAINE,ME,23,11,2,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,186378,605897,20210113,,REPUBLICAN
1996,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,966207,1780870,20210113,,DEMOCRAT
1996,MARYLAND,MD,24,52,52,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,681530,1780870,20210113,,REPUBLICAN
1996,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1571509,2556459,20210113,,DEMOCRAT
1996,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,718058,2556459,20210113,,REPUBLICAN
1996,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1989653,3848844,20210113,,DEMOCRAT
1996,MICHIGAN,MI,26,34,23,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1481212,3848844,20210113,,REPUBLICAN
1996,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1120380,2192492,20210113,,DEMOCRAT
1996,MINNESOTA,MN,27,41,33,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,766395,2192492,20210113,,REPUBLICAN
1996,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,439838,893857,20210113,,REPUBLICAN
1996,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,394022,893857,20210113,,DEMOCRAT
1996,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1025935,2158065,20210113,,DEMOCRAT
1996,MISSOURI,MO,29,43,34,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,890016,2158065,20210113,,REPUBLICAN
1996,MONTANA,MT,30,81,64,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,179652,407083,20210113,,REPUBLICAN
1996,MONTANA,MT,30,81,64,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,167922,407083,20210113,,DEMOCRAT
1996,NEBRASKA,NE,31,46,35,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,363467,677415,20210113,,REPUBLICAN
1996,NEBRASKA,NE,31,46,35,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,236761,677415,20210113,,DEMOCRAT
